seqnames,start,end,width,strand,WT1,WT2,WT3,KO1,KO2
chr5,135394365,135394765,401,*,34.68,20.87,45.06,16.65,108.98
chr10,40128484,40128884,401,*,95.68,40,38.87,79.4,83.55
chr3,152477721,152478121,401,*,83.72,36.52,30.92,61.47,79.92
chr1,16519584,16519984,401,*,27.51,17.39,13.25,19.21,34.51
chr13,64252176,64252576,401,*,40.66,22.61,15.02,35.86,36.33
chr16,32643688,32644088,401,*,39.47,18.26,30.04,17.93,65.39
chr15,7085043,7085443,401,*,110.03,55.65,45.94,70.44,128.06
chr2,128796424,128796824,401,*,22.72,10.43,16.79,12.81,34.51
chr2,19344022,19344422,401,*,22.72,10.43,20.32,21.77,28.15
chr7,127208805,127209205,401,*,203.32,105.21,99.84,161.36,218.88
chr11,55204085,55204485,401,*,40.66,26.95,30.04,28.17,60.85
chr8,11555734,11556134,401,*,154.28,98.25,97.19,129.34,189.81
chr17,56303070,56303470,401,*,32.29,19.13,20.32,26.89,38.14
chr13,52024725,52025125,401,*,29.9,12.17,30.92,20.49,48.13
chr11,115276881,115277281,401,*,141.13,87.82,99.84,112.7,188
chr3,137952320,137952720,401,*,82.52,27.82,32.69,74.28,60.85
chr6,124745427,124745827,401,*,55.02,38.26,46.83,42.26,85.37
chr3,78919482,78919882,401,*,43.06,20,15.9,26.89,46.32
chr5,147077308,147077708,401,*,71.76,35.65,37.99,35.86,101.72
chr2,172401059,172401459,401,*,108.83,52.17,58.31,80.68,121.7
chr18,49833969,49834369,401,*,80.13,47.82,26.51,42.26,29.97
chr4,11007586,11007986,401,*,184.18,121.73,83.05,149.83,211.61
chr16,76527575,76527975,401,*,38.27,21.74,11.49,43.54,24.52
chr10,98776274,98776674,401,*,53.82,17.39,19.44,25.61,60.85
chr1,131053172,131053572,401,*,65.78,38.26,41.53,53.79,78.11
chr12,8901140,8901540,401,*,28.7,15.65,19.44,17.93,40.87
chr15,43403694,43404094,401,*,34.68,18.26,12.37,16.65,12.71
chr6,147606710,147607110,401,*,49.04,26.95,21.2,37.14,51.77
chr15,103366437,103366837,401,*,63.39,27.82,30.92,39.7,73.56
chr11,59506038,59506438,401,*,39.47,18.26,27.39,20.49,59.03
chr2,152810147,152810547,401,*,32.29,15.65,27.39,19.21,50.86
chr8,121950179,121950579,401,*,111.23,53.91,70.68,57.63,167.11
chr13,43790685,43791085,401,*,69.37,40.87,37.99,48.66,87.19
chr4,117182457,117182857,401,*,40.66,27.82,34.46,39.7,52.68
chr3,152713903,152714303,401,*,88.5,42.6,25.62,64.03,84.46
chr15,12204779,12205179,401,*,216.47,102.6,107.79,157.52,243.4
chr3,27202006,27202406,401,*,28.7,17.39,11.49,24.33,29.06
chr8,61450893,61451293,401,*,29.9,10.43,15.02,21.77,29.97
chr6,3481711,3482111,401,*,33.49,15.65,12.37,21.77,35.42
chr6,51544357,51544757,401,*,32.29,17.39,23.86,29.45,37.24
chr16,10542950,10543350,401,*,105.25,62.6,45.94,75.56,122.61
chr10,91170565,91170965,401,*,47.84,31.3,33.57,42.26,59.03
chr1,132341705,132342105,401,*,39.47,31.3,35.34,37.14,58.13
chr1,34433147,34433547,401,*,39.47,21.74,27.39,34.58,45.41
chr12,83987682,83988082,401,*,52.62,21.74,24.74,28.17,64.48
chr14,118709710,118710110,401,*,46.64,30.43,27.39,39.7,54.49
chr3,79936155,79936555,401,*,53.82,41.74,19.44,53.79,52.68
chr2,23039035,23039435,401,*,52.62,30.43,33.57,20.49,34.51
chr19,37814447,37814847,401,*,23.92,12.17,16.79,21.77,27.25
chr13,94476187,94476587,401,*,27.51,17.39,12.37,15.37,38.14
chr5,53437245,53437645,401,*,23.92,17.39,23.86,16.65,43.59
chrX,101273879,101274279,401,*,102.85,39.13,34.46,53.79,116.25
chr5,65867715,65868115,401,*,35.88,23.48,29.16,30.74,49.04
chr15,84680756,84681156,401,*,59.8,30.43,44.18,29.45,98.09
chr10,123085232,123085632,401,*,62.19,29.56,24.74,14.09,38.14
chr11,85139999,85140399,401,*,151.89,60.86,100.72,99.89,196.17
chr8,94778461,94778861,401,*,19.14,19.13,17.67,24.33,27.25
chr5,105745324,105745724,401,*,26.31,14.78,14.14,19.21,31.79
chr19,25622536,25622936,401,*,29.9,13.91,30.92,19.21,50.86
chr3,115887854,115888254,401,*,86.11,36.52,35.34,60.19,87.19
chr18,32559767,32560167,401,*,31.1,6.09,18.55,15.37,54.49
chr14,120911394,120911794,401,*,70.56,39.13,37.99,49.94,85.37
chr15,58758202,58758602,401,*,45.45,20,25.62,26.89,57.22
chr13,110907536,110907936,401,*,77.74,42.6,16.79,28.17,33.6
chr3,115763259,115763659,401,*,49.04,20.87,28.27,34.58,55.4
chr6,51129622,51130022,401,*,23.92,12.17,16.79,14.09,35.42
chr16,33950871,33951271,401,*,25.12,13.91,23.86,16.65,41.78
chr7,133637420,133637820,401,*,174.61,83.47,89.24,115.26,210.7
chr10,7064104,7064504,401,*,38.27,25.22,17.67,32.02,41.78
chr2,118554403,118554803,401,*,33.49,19.13,24.74,28.17,41.78
chr4,19895601,19896001,401,*,34.68,18.26,17.67,20.49,44.5
chr7,107044379,107044779,401,*,39.47,18.26,10.6,26.89,37.24
chr12,108835739,108836139,401,*,133.95,70.43,84.82,99.89,166.2
chr11,88233985,88234385,401,*,29.9,22.61,21.2,32.02,34.51
chr4,140572387,140572787,401,*,61,28.69,45.94,33.3,94.45
chr6,137169547,137169947,401,*,28.7,20,20.32,24.33,38.14
chr6,91473389,91473789,401,*,202.12,92.17,79.52,153.68,198.9
chr18,67774655,67775055,401,*,142.32,57.39,68.03,108.85,140.77
chr2,92608895,92609295,401,*,29.9,11.3,17.67,15.37,39.96
chr8,22962032,22962432,401,*,78.94,41.74,29.16,65.31,73.56
chr10,75675660,75676060,401,*,23.92,15.65,23.86,19.21,39.05
chr3,127634077,127634477,401,*,56.21,32.17,20.32,39.7,60.85
chr4,145111640,145112040,401,*,27.51,11.3,15.02,19.21,30.88
chr8,105347845,105348245,401,*,125.58,52.17,57.43,74.28,148.04
chr13,30659832,30660232,401,*,148.3,69.56,66.26,96.05,170.74
chr1,120467322,120467722,401,*,46.64,18.26,17.67,29.45,47.23
chr6,47953187,47953587,401,*,87.31,40.87,44.18,62.75,96.27
chr15,102377140,102377540,401,*,32.29,18.26,22.09,21.77,44.5
chr1,87813625,87814025,401,*,27.51,10.43,16.79,19.21,31.79
chr2,65189372,65189772,401,*,62.19,31.3,15.9,24.33,25.43
chr13,17993171,17993571,401,*,83.72,37.39,42.41,60.19,90.82
chr3,94621751,94622151,401,*,33.49,16.52,26.51,19.21,51.77
chr6,145276191,145276591,401,*,107.64,59.13,52.13,89.64,110.8
chr10,80664495,80664895,401,*,34.68,24.35,22.09,35.86,37.24
chr2,91710644,91711044,401,*,59.8,27.82,41.53,42.26,76.29
chr10,34033914,34034314,401,*,26.31,12.17,18.55,16.65,36.33
chr15,38078086,38078486,401,*,35.88,21.74,34.46,33.3,49.95
chr16,28929594,28929994,401,*,46.64,24.35,28.27,30.74,59.94
chr8,73242041,73242441,401,*,25.12,9.56,11.49,19.21,24.52
chr11,78177787,78178187,401,*,39.47,27.82,29.16,30.74,56.31
chr19,55099273,55099673,401,*,83.72,40.87,39.76,49.94,103.54
chr3,50382760,50383160,401,*,38.27,10.43,14.14,23.05,36.33
chr13,30738459,30738859,401,*,44.25,38.26,27.39,30.74,69.93
chr9,66895249,66895649,401,*,11.96,10.43,21.2,14.09,28.15
chr13,54209378,54209778,401,*,32.29,11.3,15.9,19.21,36.33
chrX,74246330,74246730,401,*,50.23,33.91,30.92,46.1,57.22
chr2,94010614,94011014,401,*,71.76,38.26,30.92,40.98,90.82
chr13,52583071,52583471,401,*,63.39,27.82,45.94,48.66,77.2
chr18,82504961,82505361,401,*,86.11,30.43,37.99,49.94,96.27
chr5,111178499,111178899,401,*,66.98,31.3,27.39,42.26,74.47
chr5,92368395,92368795,401,*,23.92,17.39,9.72,20.49,27.25
chr4,3712054,3712454,401,*,31.1,12.17,9.72,19.21,30.88
chr11,64079307,64079707,401,*,105.25,36.52,54.78,70.44,114.43
chr2,102400782,102401182,401,*,59.8,36.52,41.53,35.86,91.73
chr18,76241104,76241504,401,*,203.32,120.86,87.47,163.92,219.79
chr19,32304009,32304409,401,*,37.08,20,15.9,29.45,37.24
chr9,105395154,105395554,401,*,145.91,88.69,72.45,108.85,174.38
chr2,30474069,30474469,401,*,65.78,28.69,56.55,32.02,113.53
chr1,74066537,74066937,401,*,25.12,12.17,15.9,12.81,37.24
chr5,148633976,148634376,401,*,31.1,11.3,22.09,26.89,32.7
chr5,3928156,3928556,401,*,72.96,44.34,51.24,53.79,99.9
chr6,83078294,83078694,401,*,93.29,35.65,54.78,44.82,131.69
chr2,154436129,154436529,401,*,157.87,79.12,83.93,90.93,212.52
chr14,55660284,55660684,401,*,45.45,19.13,27.39,30.74,53.58
chr11,22512465,22512865,401,*,127.97,56.52,60.08,89.64,138.05
chr1,192136519,192136919,401,*,49.04,30.43,30.92,37.14,62.67
chr15,25414744,25415144,401,*,40.66,18.26,16.79,37.14,32.7
chr10,108191497,108191897,401,*,86.11,46.08,38.87,57.63,100.81
chr5,107521909,107522309,401,*,77.74,38.26,31.81,62.75,73.56
chr1,85703565,85703965,401,*,94.48,46.08,59.2,73,109.89
chr1,63176576,63176976,401,*,93.29,41.74,39.76,53.79,110.8
chr15,79062808,79063208,401,*,150.69,81.73,105.14,103.73,209.8
chr4,59805610,59806010,401,*,70.56,32.17,33.57,46.1,79.92
chr11,77442669,77443069,401,*,58.6,28.69,37.11,35.86,79.01
chr5,65492749,65493149,401,*,136.34,66.95,69.8,81.96,174.38
chr13,40921305,40921705,401,*,27.51,12.17,15.02,14.09,37.24
chr1,52801703,52802103,401,*,41.86,17.39,14.14,28.17,39.96
chr5,127720624,127721024,401,*,66.98,20.87,30.92,19.21,34.51
chr6,71981386,71981786,401,*,31.1,18.26,19.44,26.89,35.42
chr19,34673527,34673927,401,*,26.31,10.43,10.6,16.65,28.15
chr7,4739665,4740065,401,*,242.79,122.6,79.52,169.04,257.93
chr17,56303987,56304387,401,*,75.35,30.43,41.53,32.02,109.89
chr11,75164728,75165128,401,*,25.12,13.04,17.67,20.49,30.88
chr6,71271357,71271757,401,*,161.46,93.9,83.05,108.85,206.16
chr4,133353350,133353750,401,*,26.31,18.26,25.62,20.49,43.59
chr9,106447452,106447852,401,*,51.43,27.82,45.94,38.42,76.29
chr1,93801778,93802178,401,*,106.44,55.65,58.31,70.44,133.51
chr17,87283780,87284180,401,*,43.06,28.69,31.81,35.86,57.22
chr4,32250132,32250532,401,*,38.27,20.87,21.2,34.58,38.14
chr7,138919506,138919906,401,*,77.74,43.47,35.34,55.07,89
chr10,81266529,81266929,401,*,81.33,32.17,49.48,49.94,102.63
chr11,87749446,87749846,401,*,99.27,60.86,60.08,76.84,123.52
chr3,89266369,89266769,401,*,25.12,16.52,22.09,19.21,39.05
chr5,137778629,137779029,401,*,53.82,23.48,25.62,29.45,66.3
chrX,103980622,103981022,401,*,14.35,13.04,8.84,6.4,29.97
chr14,27178349,27178749,401,*,51.43,23.48,43.29,37.14,71.75
chr7,44848901,44849301,401,*,159.07,78.25,69.8,98.61,190.72
chr1,71967591,71967991,401,*,26.31,12.17,15.9,23.05,27.25
chr3,37653949,37654349,401,*,32.29,14.78,17.67,25.61,33.6
chr7,93079725,93080125,401,*,63.39,26.95,26.51,24.33,29.97
chr17,44736212,44736612,401,*,45.45,26.95,44.18,43.54,61.76
chr15,8099052,8099452,401,*,53.82,42.6,39.76,46.1,76.29
chr11,82035303,82035703,401,*,102.85,59.99,63.61,76.84,129.87
chr1,192092434,192092834,401,*,87.31,47.82,43.29,61.47,102.63
chr1,152903055,152903455,401,*,116.01,57.39,86.59,96.05,141.68
chr5,110420950,110421350,401,*,41.86,24.35,29.16,33.3,52.68
chr2,26603995,26604395,401,*,52.62,35.65,45.06,32.02,91.73
chr7,122219411,122219811,401,*,33.49,21.74,22.97,26.89,43.59
chr14,63129000,63129400,401,*,94.48,49.56,45.94,71.72,102.63
chr2,3713213,3713613,401,*,106.44,54.78,48.59,74.28,119.88
chr18,52465414,52465814,401,*,167.44,68.69,72.45,119.1,170.74
chr1,86359312,86359712,401,*,157.87,86.08,84.82,113.98,189.81
chr5,76521952,76522352,401,*,32.29,20,29.16,21.77,17.26
chr13,67683388,67683788,401,*,53.82,44.34,18.55,44.82,63.57
chr16,91073473,91073873,401,*,28.7,15.65,21.2,26.89,32.7
chr1,161131314,161131714,401,*,72.96,36.52,30.04,49.94,79.01
chr8,85083038,85083438,401,*,72.96,28.69,45.94,47.38,89.91
chr9,94512233,94512633,401,*,61,40,11.49,62.75,46.32
chr16,38346799,38347199,401,*,106.44,54.78,50.36,79.4,115.34
chr2,28402130,28402530,401,*,20.33,13.91,15.02,8.96,38.14
chr19,28680026,28680426,401,*,78.94,47.82,37.11,53.79,97.18
chr19,5688699,5689099,401,*,117.21,53.91,76.87,88.36,139.86
chr9,32695787,32696187,401,*,194.95,100.86,93.65,152.4,208.89
chr11,78511993,78512393,401,*,51.43,18.26,53.01,32.02,107.17
chr13,64129158,64129943,786,*,89.7,46.95,48.59,76.84,91.73
chr17,87387050,87387450,401,*,31.1,17.39,22.97,19.21,46.32
chr9,96719720,96720120,401,*,59.8,26.08,41.53,40.98,76.29
chr11,68521362,68521762,401,*,25.12,6.96,25.62,20.49,34.51
chr2,163575353,163575753,401,*,28.7,9.56,22.09,28.17,28.15
chr2,62441219,62441619,401,*,178.2,74.78,45.94,142.15,146.22
chr14,57357015,57357415,401,*,26.31,13.91,17.67,23.05,29.97
chr19,35151851,35152251,401,*,23.92,11.3,15.9,23.05,24.52
chr13,111796984,111797384,401,*,34.68,21.74,14.14,28.17,36.33
chr12,51691859,51692259,401,*,182.99,84.34,88.35,128.06,204.35
chr2,84798655,84799055,401,*,21.53,15.65,6.18,23.05,19.07
chr7,140115479,140115879,401,*,40.66,15.65,23.86,37.14,36.33
chr18,31788890,31789290,401,*,84.92,41.74,38.87,53.79,99.9
chr4,137356865,137357265,401,*,53.82,22.61,32.69,24.33,79.01
chr2,58814487,58814887,401,*,41.86,25.22,14.14,19.21,18.16
chr12,79612680,79613080,401,*,25.12,9.56,23.86,15.37,39.96
chr6,7844430,7844830,401,*,246.37,124.34,102.49,180.57,266.1
chr10,127070160,127070560,401,*,62.19,35.65,27.39,55.07,59.03
chr13,62760512,62760912,401,*,71.76,26.95,22.09,65.31,49.04
chr15,75791183,75791583,401,*,34.68,23.48,28.27,14.09,26.34
chr8,57801149,57801549,401,*,39.47,19.13,16.79,30.74,38.14
chr18,34758878,34759278,401,*,56.21,23.48,30.04,44.82,55.4
chr16,91840962,91841362,401,*,28.7,32.17,32.69,30.74,53.58
chr5,64380784,64381184,401,*,51.43,26.95,34.46,33.3,69.93
chr6,125166404,125166804,401,*,40.66,22.61,22.97,33.3,44.5
chr13,64312514,64312914,401,*,178.2,79.99,61.85,124.22,178.92
chr3,41563207,41563607,401,*,101.66,53.91,51.24,76.84,112.62
chr6,121183659,121184059,401,*,57.41,30.43,23.86,35.86,67.21
chr15,59950929,59951329,401,*,32.29,11.3,15.02,21.77,32.7
chr4,107314122,107314522,401,*,76.54,33.04,47.71,52.51,92.64
chr14,47187959,47188359,401,*,29.9,20,24.74,23.05,44.5
chr2,18772375,18772775,401,*,22.72,17.39,7.07,24.33,20.89
chr16,4913660,4914060,401,*,22.72,23.48,15.9,23.05,33.6
chr9,25508799,25509199,401,*,44.25,25.22,22.09,46.1,37.24
chr4,19569925,19570325,401,*,78.94,30.43,30.92,51.23,79.92
chr11,110538165,110538565,401,*,35.88,15.65,14.14,26.89,33.6
chr7,30183900,30184300,401,*,71.76,46.95,33.57,49.94,89.91
chr11,107547683,107548083,401,*,29.9,22.61,33.57,20.49,59.03
chr1,164457771,164458563,793,*,108.83,51.3,45.94,38.42,58.13
chr11,34072302,34072702,401,*,58.6,35.65,30.04,55.07,57.22
chr2,153298930,153299330,401,*,59.8,32.17,25.62,47.38,59.94
chr15,38661691,38662091,401,*,99.27,52.17,64.5,67.87,130.78
chr2,152653073,152653473,401,*,37.08,29.56,29.16,26.89,59.94
chr1,160194944,160195344,401,*,259.53,110.43,79.52,201.06,231.59
chr9,72530240,72530640,401,*,37.08,23.48,25.62,21.77,57.22
chr4,46554692,46555092,401,*,58.6,38.26,24.74,44.82,66.3
chr6,16965663,16966063,401,*,34.68,27.82,8.84,34.58,32.7
chr8,47990888,47991288,401,*,89.7,40.87,41.53,75.56,82.65
chr2,131510029,131510429,401,*,27.51,19.13,22.09,23.05,39.05
chr9,48744978,48745378,401,*,32.29,10.43,12.37,16.65,35.42
chr2,18027357,18027757,401,*,62.19,25.22,30.04,43.54,64.48
chr5,124014730,124015130,401,*,21.53,16.52,26.51,28.17,30.88
chr7,30419436,30419836,401,*,49.04,21.74,24.74,28.17,59.94
chr10,77418132,77418532,401,*,144.71,59.13,84.82,88.36,183.46
chr1,151287513,151287913,401,*,27.51,20,14.14,21.77,34.51
chr10,98880709,98881109,401,*,44.25,22.61,13.25,30.74,43.59
chr2,118011725,118012125,401,*,35.88,13.91,11.49,33.3,24.52
chrX,77433458,77433858,401,*,72.96,33.91,20.32,40.98,79.92
chr1,89555436,89555836,401,*,27.51,17.39,14.14,17.93,36.33
chr19,6857979,6858379,401,*,20.33,13.91,15.02,14.09,31.79
chr12,70111811,70112211,401,*,78.94,35.65,45.06,46.1,102.63
chr19,47464300,47464700,401,*,32.29,25.22,24.74,24.33,49.95
chr6,131293072,131293472,401,*,31.1,38.26,16.79,26.89,52.68
chr13,55211416,55211816,401,*,63.39,29.56,41.53,32.02,94.45
chr19,15801862,15802262,401,*,31.1,15.65,19.44,20.49,39.96
chr17,79354873,79355273,401,*,87.31,32.17,27.39,49.94,89.91
chr2,165470193,165470593,401,*,31.1,12.17,25.62,24.33,39.05
chr7,16313866,16314266,401,*,55.02,33.91,50.36,52.51,72.66
chr19,42794894,42795294,401,*,22.72,13.91,28.27,19.21,40.87
chr17,23677285,23677685,401,*,56.21,30.43,38.87,43.54,69.93
chr7,5014160,5014560,401,*,52.62,32.17,24.74,47.38,51.77
chr9,44582411,44582811,401,*,27.51,18.26,26.51,20.49,45.41
chr1,58445367,58445767,401,*,78.94,29.56,30.92,56.35,73.56
chr17,71183347,71183747,401,*,64.58,40,60.08,56.35,92.64
chr7,44748286,44748686,401,*,114.81,66.95,57.43,79.4,140.77
chr17,3557665,3558065,401,*,331.29,169.55,114.86,284.3,306.06
chr14,70361422,70361822,401,*,25.12,13.04,14.14,19.21,29.06
chr4,114987030,114987430,401,*,114.81,40,55.66,60.19,140.77
chr19,40708155,40708555,401,*,78.94,33.04,27.39,47.38,83.55
chr1,180777719,180778119,401,*,58.6,33.04,34.46,40.98,73.56
chr16,96081325,96081725,401,*,89.7,41.74,47.71,61.47,103.54
chr1,16619155,16619555,401,*,144.71,81.73,60.08,113.98,150.76
chrX,74085586,74085986,401,*,96.87,62.6,51.24,79.4,111.71
chr17,10840061,10840461,401,*,153.09,80.86,56.55,90.93,184.37
chr7,88192712,88193112,401,*,186.57,68.69,44.18,80.68,54.49
chr15,5143547,5143947,401,*,68.17,30.43,58.31,46.1,99.9
chr15,78926470,78926870,401,*,32.29,20.87,35.34,37.14,42.69
chr8,68121343,68121743,401,*,33.49,14.78,18.55,16.65,45.41
chr2,4492539,4492939,401,*,20.33,12.17,14.14,15.37,28.15
chr5,143234933,143235333,401,*,57.41,27.82,37.99,34.58,79.01
chr16,91415391,91415791,401,*,39.47,28.69,27.39,34.58,50.86
chr14,20660940,20661340,401,*,52.62,26.95,45.94,28.17,89.91
chr3,145964004,145964404,401,*,33.49,25.22,13.25,33.3,32.7
chrX,71492533,71492933,401,*,90.9,55.65,45.06,74.28,99.9
chr6,58640345,58640745,401,*,100.46,57.39,44.18,78.12,107.17
chr2,14631606,14632006,401,*,116.01,55.65,46.83,108.85,93.55
chr17,47271929,47272329,401,*,33.49,14.78,9.72,16.65,38.14
chr9,20521214,20521614,401,*,76.54,32.17,33.57,60.19,70.84
chr11,104469317,104469717,401,*,53.82,25.22,37.11,40.98,64.48
chr4,63215145,63215545,401,*,41.86,26.95,29.16,21.77,69.02
chr14,105056104,105056504,401,*,39.47,20,9.72,21.77,9.08
chr9,53247972,53248372,401,*,159.07,76.52,75.1,111.42,177.1
chr14,121996925,121997325,401,*,29.9,14.78,22.09,24.33,36.33
chr11,54884908,54885308,401,*,29.9,33.04,24.74,28.17,50.86
chr19,36083483,36083883,401,*,59.8,23.48,30.92,39.7,65.39
chr4,62408519,62408919,401,*,161.46,70.43,68.91,122.94,157.12
chr5,134313393,134313793,401,*,63.39,42.6,37.99,40.98,90.82
chr4,55327515,55327915,401,*,27.51,17.39,15.02,15.37,39.96
chr7,117428937,117429337,401,*,56.21,25.22,26.51,37.14,61.76
chr7,141048242,141048642,401,*,41.86,15.65,24.74,28.17,47.23
chr5,66105937,66106337,401,*,17.94,10.43,21.2,19.21,27.25
chr12,104751965,104752365,401,*,129.17,60.86,81.28,76.84,177.1
chr10,91082714,91083114,401,*,197.34,103.47,76.87,140.87,213.43
chr8,128059872,128060272,401,*,39.47,20,16.79,26.89,42.69
chrX,74254523,74254923,401,*,68.17,40.87,31.81,48.66,79.92
chr13,93231021,93231421,401,*,39.47,24.35,22.09,26.89,50.86
chr2,92058452,92058852,401,*,29.9,13.91,20.32,20.49,38.14
chr18,34859721,34860121,401,*,89.7,51.3,56.55,78.12,99.9
chr4,34389169,34389569,401,*,33.49,19.13,20.32,10.25,22.71
chr10,79940715,79941115,401,*,51.43,36.52,36.22,32.02,81.74
chr1,92082757,92083157,401,*,35.88,18.26,23.86,26.89,43.59
chr19,12929862,12930262,401,*,37.08,13.91,7.07,28.17,37.24
chr14,67008794,67009194,401,*,214.08,99.12,83.93,163.92,208.89
chr12,8313187,8313587,401,*,63.39,42.6,32.69,46.1,79.92
chr7,27591358,27591758,401,*,68.17,43.47,42.41,51.23,88.1
chr3,53463468,53463868,401,*,159.07,67.82,66.26,129.34,143.5
chr9,20644606,20645006,401,*,37.08,26.95,30.04,38.42,45.41
chr1,171122911,171123311,401,*,23.92,12.17,10.6,19.21,24.52
chr8,119394652,119395052,401,*,99.27,39.13,56.55,57.63,125.33
chr4,125160286,125160686,401,*,23.92,13.04,13.25,14.09,32.7
chr1,183221321,183221721,401,*,19.14,22.61,27.39,15.37,49.04
chr7,24884249,24884649,401,*,216.47,105.21,83.93,128.06,258.84
chr4,135192851,135193251,401,*,31.1,17.39,23.86,20.49,45.41
chr16,38341656,38342056,401,*,45.45,20.87,22.09,28.17,52.68
chr18,37655469,37655869,401,*,62.19,32.17,20.32,56.35,49.95
chr5,97111521,97111921,401,*,111.23,64.34,62.73,92.21,123.52
chr11,18924908,18925308,401,*,96.87,53.04,33.57,89.64,80.83
chr3,108591094,108591494,401,*,121.99,71.3,79.52,88.36,160.75
chr17,57112907,57113307,401,*,74.15,35.65,32.69,48.66,82.65
chr18,77797105,77797505,401,*,37.08,16.52,19.44,25.61,40.87
chr6,52477404,52477804,401,*,49.04,33.91,38.87,28.17,84.46
chr3,84228517,84228917,401,*,34.68,17.39,17.67,24.33,39.05
chr1,180813473,180813873,401,*,117.21,53.04,75.1,71.72,157.12
chr1,152624981,152625381,401,*,49.04,34.78,34.46,39.7,66.3
chr15,64242561,64242961,401,*,78.94,32.17,35.34,47.38,89
chr11,70720515,70720915,401,*,28.7,15.65,22.09,16.65,44.5
chr5,76565320,76565720,401,*,26.31,13.91,22.97,23.05,34.51
chr15,12211562,12211962,401,*,90.9,51.3,42.41,60.19,109.89
chr6,39781687,39782087,401,*,44.25,20,21.2,35.86,41.78
chr12,25095996,25096396,401,*,137.54,89.56,64.5,101.17,167.11
chr11,71995938,71996338,401,*,66.98,33.04,37.11,46.1,79.01
chr4,150281336,150281736,401,*,82.52,46.08,38.87,43.54,113.53
chr12,102453538,102453938,401,*,68.17,36.52,35.34,52.51,74.47
chr7,24902749,24903149,401,*,51.43,27.82,34.46,30.74,73.56
chr7,56019415,56019815,401,*,37.08,26.95,23.86,24.33,55.4
chr4,86575474,86575874,401,*,75.35,38.26,38.87,66.59,71.75
chr1,171281052,171281452,401,*,84.92,51.3,53.01,66.59,104.44
chr1,92648726,92649126,401,*,35.88,14.78,29.16,19.21,18.16
chrX,75095728,75096128,401,*,120.79,53.91,37.11,98.61,100.81
chr10,24493786,24494186,401,*,33.49,8.69,19.44,35.86,22.71
chr14,25484034,25484434,401,*,32.29,14.78,30.92,24.33,47.23
chr1,74125175,74125575,401,*,28.7,15.65,18.55,19.21,38.14
chr6,97995742,97996142,401,*,25.12,3.48,10.6,17.93,29.06
chr2,132203808,132204208,401,*,21.53,11.3,15.9,15.37,29.97
chr7,25705702,25706102,401,*,53.82,30.43,21.2,35.86,60.85
chr13,76024627,76025027,401,*,37.08,10.43,13.25,24.33,32.7
chr11,69632539,69632939,401,*,159.07,62.6,90.12,106.29,185.27
chr1,130717289,130717689,401,*,69.37,31.3,35.34,47.38,77.2
chr3,98013248,98013648,401,*,87.31,32.17,43.29,48.66,104.44
chr17,73970370,73970770,401,*,47.84,38.26,20.32,39.7,57.22
chr8,47673342,47673742,401,*,93.29,68.69,53.89,83.24,110.8
chr6,47813376,47813776,401,*,229.63,112.16,94.54,163.92,246.12
chr17,77933189,77933589,401,*,25.12,8.69,7.07,21.77,18.16
chr8,13740400,13740800,401,*,21.53,21.74,15.02,14.09,39.96
chr17,23550230,23550630,401,*,69.37,29.56,40.64,51.23,76.29
chr13,90527009,90527409,401,*,35.88,13.91,10.6,34.58,22.71
chr16,23233428,23233828,401,*,57.41,21.74,29.16,47.38,51.77
chr13,9128902,9129302,401,*,35.88,26.08,18.55,43.54,29.97
chr9,60998075,60998475,401,*,31.1,11.3,20.32,16.65,41.78
chr8,72318795,72319195,401,*,188.97,103.47,97.19,134.47,226.14
chr12,35038591,35038991,401,*,39.47,25.22,19.44,16.65,22.71
chr19,5912648,5913048,401,*,44.25,28.69,23.86,21.77,68.12
chr2,3657902,3658302,401,*,66.98,23.48,33.57,44.82,69.93
chr5,72559537,72559937,401,*,137.54,75.65,57.43,107.57,141.68
chr4,75315083,75315830,748,*,117.21,42.6,29.16,33.3,51.77
chr13,103920941,103921341,401,*,88.5,46.95,40.64,66.59,94.45
chr12,8432945,8433345,401,*,31.1,18.26,9.72,17.93,37.24
chr8,84004666,84005066,401,*,61,34.78,45.94,38.42,91.73
chr12,45049857,45050257,401,*,23.92,10.43,9.72,15.37,26.34
chr5,9265905,9266305,401,*,92.09,35.65,31.81,32.02,41.78
chr17,45563666,45564066,401,*,108.83,58.26,44.18,75.56,119.88
chr10,127266098,127266498,401,*,84.92,46.95,41.53,55.07,104.44
chr1,162563217,162563617,401,*,29.9,19.13,23.86,28.17,37.24
chr7,138909403,138909803,401,*,172.22,105.21,81.28,134.47,195.26
chr18,34378025,34378425,401,*,37.08,15.65,15.02,19.21,43.59
chr1,134196343,134196743,401,*,87.31,62.6,40.64,71.72,101.72
chr3,60501284,60501684,401,*,55.02,32.17,25.62,39.7,62.67
chr7,25120442,25120842,401,*,44.25,33.91,29.16,34.58,61.76
chr1,119837343,119837743,401,*,175.81,91.3,71.57,121.66,194.36
chr5,76183700,76184100,401,*,121.99,53.04,45.94,84.52,121.7
chr13,64248731,64249131,401,*,77.74,43.47,38.87,70.44,74.47
chr18,60843736,60844136,401,*,33.49,26.08,22.09,35.86,37.24
chr6,38941017,38941417,401,*,59.8,26.95,24.74,39.7,62.67
chr3,98046366,98046766,401,*,64.58,33.91,22.09,40.98,70.84
chr2,18693868,18694268,401,*,51.43,33.91,25.62,43.54,56.31
